state,Year,Month,group,covid,coverage,value
AZ,2020,4,Adult,Suspected,hospital,0
AZ,2020,4,Adult,Suspected,patients,0
AZ,2020,4,Pediatric,Confirmed,hospital,0
AZ,2020,4,Pediatric,Confirmed,patients,0
AZ,2020,4,Pediatric,Suspected,hospital,0
AZ,2020,4,Pediatric,Suspected,patients,0
AZ,2020,5,Adult,Confirmed,hospital,422
AZ,2020,5,Adult,Confirmed,patients,620
AZ,2020,5,Adult,Suspected,hospital,0
AZ,2020,5,Adult,Suspected,patients,0
AZ,2020,5,Pediatric,Confirmed,hospital,0
AZ,2020,5,Pediatric,Confirmed,patients,0
AZ,2020,5,Pediatric,Suspected,hospital,0
AZ,2020,5,Pediatric,Suspected,patients,0
AZ,2020,6,Adult,Confirmed,hospital,199
AZ,2020,6,Adult,Confirmed,patients,339
AZ,2020,6,Adult,Suspected,hospital,0
AZ,2020,6,Adult,Suspected,patients,0
AZ,2020,6,Pediatric,Confirmed,hospital,0
AZ,2020,6,Pediatric,Confirmed,patients,0
AZ,2020,6,Pediatric,Suspected,hospital,0
AZ,2020,6,Pediatric,Suspected,patients,0
AZ,2020,7,Adult,Confirmed,hospital,1388
AZ,2020,7,Adult,Confirmed,patients,3918
AZ,2020,7,Adult,Suspected,hospital,889
AZ,2020,7,Adult,Suspected,patients,3666
AZ,2020,7,Pediatric,Confirmed,hospital,916
AZ,2020,7,Pediatric,Confirmed,patients,51
AZ,2020,7,Pediatric,Suspected,hospital,836
AZ,2020,7,Pediatric,Suspected,patients,63
AZ,2020,8,Adult,Confirmed,hospital,2837
AZ,2020,8,Adult,Confirmed,patients,3089
AZ,2020,8,Adult,Suspected,hospital,2374
AZ,2020,8,Adult,Suspected,patients,5542
AZ,2020,8,Pediatric,Confirmed,hospital,1946
AZ,2020,8,Pediatric,Confirmed,patients,48
AZ,2020,8,Pediatric,Suspected,hospital,1883
AZ,2020,8,Pediatric,Suspected,patients,79
AZ,2020,9,Adult,Confirmed,hospital,3083
AZ,2020,9,Adult,Confirmed,patients,1703
AZ,2020,9,Adult,Suspected,hospital,2798
AZ,2020,9,Adult,Suspected,patients,4138
AZ,2020,9,Pediatric,Confirmed,hospital,2199
AZ,2020,9,Pediatric,Confirmed,patients,30
AZ,2020,9,Pediatric,Suspected,hospital,2150
AZ,2020,9,Pediatric,Suspected,patients,72
AZ,2020,10,Adult,Confirmed,hospital,3345
AZ,2020,10,Adult,Confirmed,patients,2476
AZ,2020,10,Adult,Suspected,hospital,3252
AZ,2020,10,Adult,Suspected,patients,5591
AZ,2020,10,Pediatric,Confirmed,hospital,3059
AZ,2020,10,Pediatric,Confirmed,patients,28
AZ,2020,10,Pediatric,Suspected,hospital,3031
AZ,2020,10,Pediatric,Suspected,patients,115
AZ,2020,11,Adult,Confirmed,hospital,3465
AZ,2020,11,Adult,Confirmed,patients,6276
AZ,2020,11,Adult,Suspected,hospital,3375
AZ,2020,11,Adult,Suspected,patients,6878
AZ,2020,11,Pediatric,Confirmed,hospital,3375
AZ,2020,11,Pediatric,Confirmed,patients,63
AZ,2020,11,Pediatric,Suspected,hospital,3374
AZ,2020,11,Pediatric,Suspected,patients,137
AZ,2020,12,Adult,Confirmed,hospital,3673
AZ,2020,12,Adult,Confirmed,patients,14736
AZ,2020,12,Adult,Suspected,hospital,3580
AZ,2020,12,Adult,Suspected,patients,8798
AZ,2020,12,Pediatric,Confirmed,hospital,3580
AZ,2020,12,Pediatric,Confirmed,patients,120
AZ,2020,12,Pediatric,Suspected,hospital,3580
AZ,2020,12,Pediatric,Suspected,patients,169
AZ,2021,1,Adult,Confirmed,hospital,3732
AZ,2021,1,Adult,Confirmed,patients,16525
AZ,2021,1,Adult,Suspected,hospital,3639
AZ,2021,1,Adult,Suspected,patients,8934
AZ,2021,1,Pediatric,Confirmed,hospital,3639
AZ,2021,1,Pediatric,Confirmed,patients,118
AZ,2021,1,Pediatric,Suspected,hospital,3639
AZ,2021,1,Pediatric,Suspected,patients,167
AZ,2021,2,Adult,Confirmed,hospital,3349
AZ,2021,2,Adult,Confirmed,patients,6137
AZ,2021,2,Adult,Suspected,hospital,3265
AZ,2021,2,Adult,Suspected,patients,5467
AZ,2021,2,Pediatric,Confirmed,hospital,3265
AZ,2021,2,Pediatric,Confirmed,patients,112
AZ,2021,2,Pediatric,Suspected,hospital,3265
AZ,2021,2,Pediatric,Suspected,patients,135
AZ,2021,3,Adult,Confirmed,hospital,3687
AZ,2021,3,Adult,Confirmed,patients,2563
AZ,2021,3,Adult,Suspected,hospital,3594
AZ,2021,3,Adult,Suspected,patients,4453
AZ,2021,3,Pediatric,Confirmed,hospital,3594
AZ,2021,3,Pediatric,Confirmed,patients,44
AZ,2021,3,Pediatric,Suspected,hospital,3594
AZ,2021,3,Pediatric,Suspected,patients,139
AZ,2021,4,Adult,Confirmed,hospital,3598
AZ,2021,4,Adult,Confirmed,patients,1984
AZ,2021,4,Adult,Suspected,hospital,3508
AZ,2021,4,Adult,Suspected,patients,3645
AZ,2021,4,Pediatric,Confirmed,hospital,3508
AZ,2021,4,Pediatric,Confirmed,patients,44
AZ,2021,4,Pediatric,Suspected,hospital,3508
AZ,2021,4,Pediatric,Suspected,patients,145
AZ,2021,5,Adult,Confirmed,hospital,3653
AZ,2021,5,Adult,Confirmed,patients,1976
AZ,2021,5,Adult,Suspected,hospital,3560
AZ,2021,5,Adult,Suspected,patients,3124
AZ,2021,5,Pediatric,Confirmed,hospital,3560
AZ,2021,5,Pediatric,Confirmed,patients,35
AZ,2021,5,Pediatric,Suspected,hospital,3560
AZ,2021,5,Pediatric,Suspected,patients,138
AZ,2021,6,Adult,Confirmed,hospital,3531
AZ,2021,6,Adult,Confirmed,patients,1691
AZ,2021,6,Adult,Suspected,hospital,3441
AZ,2021,6,Adult,Suspected,patients,3038
AZ,2021,6,Pediatric,Confirmed,hospital,3441
AZ,2021,6,Pediatric,Confirmed,patients,98
AZ,2021,6,Pediatric,Suspected,hospital,3441
AZ,2021,6,Pediatric,Suspected,patients,119
AZ,2021,7,Adult,Confirmed,hospital,3697
AZ,2021,7,Adult,Confirmed,patients,2934
AZ,2021,7,Adult,Suspected,hospital,3604
AZ,2021,7,Adult,Suspected,patients,3199
AZ,2021,7,Pediatric,Confirmed,hospital,3604
AZ,2021,7,Pediatric,Confirmed,patients,72
AZ,2021,7,Pediatric,Suspected,hospital,3604
AZ,2021,7,Pediatric,Suspected,patients,100
AZ,2021,8,Adult,Confirmed,hospital,3722
AZ,2021,8,Adult,Confirmed,patients,5857
AZ,2021,8,Adult,Suspected,hospital,3629
AZ,2021,8,Adult,Suspected,patients,4636
AZ,2021,8,Pediatric,Confirmed,hospital,3629
AZ,2021,8,Pediatric,Confirmed,patients,147
AZ,2021,8,Pediatric,Suspected,hospital,3629
AZ,2021,8,Pediatric,Suspected,patients,294
AZ,2021,9,Adult,Confirmed,hospital,3601
AZ,2021,9,Adult,Confirmed,patients,5986
AZ,2021,9,Adult,Suspected,hospital,3511
AZ,2021,9,Adult,Suspected,patients,3541
AZ,2021,9,Pediatric,Confirmed,hospital,3511
AZ,2021,9,Pediatric,Confirmed,patients,133
AZ,2021,9,Pediatric,Suspected,hospital,3511
AZ,2021,9,Pediatric,Suspected,patients,240
AZ,2021,10,Adult,Confirmed,hospital,3731
AZ,2021,10,Adult,Confirmed,patients,5540
AZ,2021,10,Adult,Suspected,hospital,3638
AZ,2021,10,Adult,Suspected,patients,3459
AZ,2021,10,Pediatric,Confirmed,hospital,3638
AZ,2021,10,Pediatric,Confirmed,patients,127
AZ,2021,10,Pediatric,Suspected,hospital,3638
AZ,2021,10,Pediatric,Suspected,patients,206
AZ,2021,11,Adult,Confirmed,hospital,3551
AZ,2021,11,Adult,Confirmed,patients,7871
AZ,2021,11,Adult,Suspected,hospital,3461
AZ,2021,11,Adult,Suspected,patients,3507
AZ,2021,11,Pediatric,Confirmed,hospital,3461
AZ,2021,11,Pediatric,Confirmed,patients,157
AZ,2021,11,Pediatric,Suspected,hospital,3461
AZ,2021,11,Pediatric,Suspected,patients,210
AZ,2021,12,Adult,Confirmed,hospital,3610
AZ,2021,12,Adult,Confirmed,patients,8786
AZ,2021,12,Adult,Suspected,hospital,3517
AZ,2021,12,Adult,Suspected,patients,3650
AZ,2021,12,Pediatric,Confirmed,hospital,3517
AZ,2021,12,Pediatric,Confirmed,patients,174
AZ,2021,12,Pediatric,Suspected,hospital,3517
AZ,2021,12,Pediatric,Suspected,patients,220
AZ,2022,1,Adult,Confirmed,hospital,3617
AZ,2022,1,Adult,Confirmed,patients,13974
AZ,2022,1,Adult,Suspected,hospital,3524
AZ,2022,1,Adult,Suspected,patients,3615
AZ,2022,1,Pediatric,Confirmed,hospital,3524
AZ,2022,1,Pediatric,Confirmed,patients,697
AZ,2022,1,Pediatric,Suspected,hospital,3524
AZ,2022,1,Pediatric,Suspected,patients,248
AZ,2022,2,Adult,Confirmed,hospital,3260
AZ,2022,2,Adult,Confirmed,patients,7450
AZ,2022,2,Adult,Suspected,hospital,3176
AZ,2022,2,Adult,Suspected,patients,3223
AZ,2022,2,Pediatric,Confirmed,hospital,3176
AZ,2022,2,Pediatric,Confirmed,patients,260
AZ,2022,2,Pediatric,Suspected,hospital,3176
AZ,2022,2,Pediatric,Suspected,patients,195
AZ,2022,3,Adult,Confirmed,hospital,3569
AZ,2022,3,Adult,Confirmed,patients,2419
AZ,2022,3,Adult,Suspected,hospital,3476
AZ,2022,3,Adult,Suspected,patients,2988
AZ,2022,3,Pediatric,Confirmed,hospital,3476
AZ,2022,3,Pediatric,Confirmed,patients,72
AZ,2022,3,Pediatric,Suspected,hospital,3476
AZ,2022,3,Pediatric,Suspected,patients,161
AZ,2022,4,Adult,Confirmed,hospital,3434
AZ,2022,4,Adult,Confirmed,patients,1347
AZ,2022,4,Adult,Suspected,hospital,3344
AZ,2022,4,Adult,Suspected,patients,2473
AZ,2022,4,Pediatric,Confirmed,hospital,3344
AZ,2022,4,Pediatric,Confirmed,patients,26
AZ,2022,4,Pediatric,Suspected,hospital,3344
AZ,2022,4,Pediatric,Suspected,patients,128
AZ,2022,5,Adult,Confirmed,hospital,3541
AZ,2022,5,Adult,Confirmed,patients,1734
AZ,2022,5,Adult,Suspected,hospital,3448
AZ,2022,5,Adult,Suspected,patients,2295
AZ,2022,5,Pediatric,Confirmed,hospital,3448
AZ,2022,5,Pediatric,Confirmed,patients,70
AZ,2022,5,Pediatric,Suspected,hospital,3448
AZ,2022,5,Pediatric,Suspected,patients,101
AZ,2022,6,Adult,Confirmed,hospital,3428
AZ,2022,6,Adult,Confirmed,patients,2976
AZ,2022,6,Adult,Suspected,hospital,3338
AZ,2022,6,Adult,Suspected,patients,2236
AZ,2022,6,Pediatric,Confirmed,hospital,3338
AZ,2022,6,Pediatric,Confirmed,patients,116
AZ,2022,6,Pediatric,Suspected,hospital,3338
AZ,2022,6,Pediatric,Suspected,patients,61
AZ,2022,7,Adult,Confirmed,hospital,3517
AZ,2022,7,Adult,Confirmed,patients,3528
AZ,2022,7,Adult,Suspected,hospital,3424
AZ,2022,7,Adult,Suspected,patients,2209
AZ,2022,7,Pediatric,Confirmed,hospital,3424
AZ,2022,7,Pediatric,Confirmed,patients,195
AZ,2022,7,Pediatric,Suspected,hospital,3424
AZ,2022,7,Pediatric,Suspected,patients,68
AZ,2022,8,Adult,Confirmed,hospital,3343
AZ,2022,8,Adult,Confirmed,patients,2582
AZ,2022,8,Adult,Suspected,hospital,3250
AZ,2022,8,Adult,Suspected,patients,2406
AZ,2022,8,Pediatric,Confirmed,hospital,3250
AZ,2022,8,Pediatric,Confirmed,patients,189
AZ,2022,8,Pediatric,Suspected,hospital,3250
AZ,2022,8,Pediatric,Suspected,patients,137
AZ,2022,9,Adult,Confirmed,hospital,2890
AZ,2022,9,Adult,Confirmed,patients,1349
AZ,2022,9,Adult,Suspected,hospital,2800
AZ,2022,9,Adult,Suspected,patients,2375
AZ,2022,9,Pediatric,Confirmed,hospital,2800
AZ,2022,9,Pediatric,Confirmed,patients,80
AZ,2022,9,Pediatric,Suspected,hospital,2800
AZ,2022,9,Pediatric,Suspected,patients,110
AZ,2022,10,Adult,Confirmed,hospital,2952
AZ,2022,10,Adult,Confirmed,patients,1328
AZ,2022,10,Adult,Suspected,hospital,2859
AZ,2022,10,Adult,Suspected,patients,2345
AZ,2022,10,Pediatric,Confirmed,hospital,2859
AZ,2022,10,Pediatric,Confirmed,patients,63
AZ,2022,10,Pediatric,Suspected,hospital,2859
AZ,2022,10,Pediatric,Suspected,patients,139
AZ,2022,11,Adult,Confirmed,hospital,2842
AZ,2022,11,Adult,Confirmed,patients,3543
AZ,2022,11,Adult,Suspected,hospital,2752
AZ,2022,11,Adult,Suspected,patients,2784
AZ,2022,11,Pediatric,Confirmed,hospital,2751
AZ,2022,11,Pediatric,Confirmed,patients,215
AZ,2022,11,Pediatric,Suspected,hospital,2751
AZ,2022,11,Pediatric,Suspected,patients,274
AZ,2022,12,Adult,Confirmed,hospital,2923
AZ,2022,12,Adult,Confirmed,patients,4273
AZ,2022,12,Adult,Suspected,hospital,2881
AZ,2022,12,Adult,Suspected,patients,4687
AZ,2022,12,Pediatric,Confirmed,hospital,2834
AZ,2022,12,Pediatric,Confirmed,patients,183
AZ,2022,12,Pediatric,Suspected,hospital,2834
AZ,2022,12,Pediatric,Suspected,patients,334
AZ,2023,1,Adult,Confirmed,hospital,2851
AZ,2023,1,Adult,Confirmed,patients,2141
AZ,2023,1,Adult,Suspected,hospital,2851
AZ,2023,1,Adult,Suspected,patients,4442
AZ,2023,1,Pediatric,Confirmed,hospital,2758
AZ,2023,1,Pediatric,Confirmed,patients,108
AZ,2023,1,Pediatric,Suspected,hospital,2758
AZ,2023,1,Pediatric,Suspected,patients,207
AZ,2023,2,Adult,Confirmed,hospital,2580
AZ,2023,2,Adult,Confirmed,patients,1494
AZ,2023,2,Adult,Suspected,hospital,2580
AZ,2023,2,Adult,Suspected,patients,3817
AZ,2023,2,Pediatric,Confirmed,hospital,2496
AZ,2023,2,Pediatric,Confirmed,patients,73
AZ,2023,2,Pediatric,Suspected,hospital,2496
AZ,2023,2,Pediatric,Suspected,patients,198
AZ,2023,3,Adult,Confirmed,hospital,2852
AZ,2023,3,Adult,Confirmed,patients,1652
AZ,2023,3,Adult,Suspected,hospital,2852
AZ,2023,3,Adult,Suspected,patients,3928
AZ,2023,3,Pediatric,Confirmed,hospital,2759
AZ,2023,3,Pediatric,Confirmed,patients,84
AZ,2023,3,Pediatric,Suspected,hospital,2759
AZ,2023,3,Pediatric,Suspected,patients,166
AZ,2023,4,Adult,Confirmed,hospital,2742
AZ,2023,4,Adult,Confirmed,patients,1352
AZ,2023,4,Adult,Suspected,hospital,2742
AZ,2023,4,Adult,Suspected,patients,3471
AZ,2023,4,Pediatric,Confirmed,hospital,2664
AZ,2023,4,Pediatric,Confirmed,patients,43
AZ,2023,4,Pediatric,Suspected,hospital,2664
AZ,2023,4,Pediatric,Suspected,patients,146
AZ,2023,5,Adult,Confirmed,hospital,2806
AZ,2023,5,Adult,Confirmed,patients,1006
AZ,2023,5,Adult,Suspected,hospital,2806
AZ,2023,5,Adult,Suspected,patients,2918
AZ,2023,5,Pediatric,Confirmed,hospital,2731
AZ,2023,5,Pediatric,Confirmed,patients,32
AZ,2023,5,Pediatric,Suspected,hospital,2731
AZ,2023,5,Pediatric,Suspected,patients,153
AZ,2023,6,Adult,Confirmed,hospital,2744
AZ,2023,6,Adult,Confirmed,patients,714
AZ,2023,6,Adult,Suspected,hospital,2089
AZ,2023,6,Adult,Suspected,patients,2281
AZ,2023,6,Pediatric,Confirmed,hospital,2665
AZ,2023,6,Pediatric,Confirmed,patients,23
AZ,2023,6,Pediatric,Suspected,hospital,2016
AZ,2023,6,Pediatric,Suspected,patients,86
AZ,2023,7,Adult,Confirmed,hospital,2817
AZ,2023,7,Adult,Confirmed,patients,677
AZ,2023,7,Adult,Suspected,hospital,1701
AZ,2023,7,Adult,Suspected,patients,1861
AZ,2023,7,Pediatric,Confirmed,hospital,2745
AZ,2023,7,Pediatric,Confirmed,patients,35
AZ,2023,7,Pediatric,Suspected,hospital,1629
AZ,2023,7,Pediatric,Suspected,patients,94
AZ,2023,8,Adult,Confirmed,hospital,2809
AZ,2023,8,Adult,Confirmed,patients,901
AZ,2023,8,Adult,Suspected,hospital,1705
AZ,2023,8,Adult,Suspected,patients,2100
AZ,2023,8,Pediatric,Confirmed,hospital,2742
AZ,2023,8,Pediatric,Confirmed,patients,29
AZ,2023,8,Pediatric,Suspected,hospital,1661
AZ,2023,8,Pediatric,Suspected,patients,104
AZ,2023,9,Adult,Confirmed,hospital,2834
AZ,2023,9,Adult,Confirmed,patients,1186
AZ,2023,9,Adult,Suspected,hospital,1758
AZ,2023,9,Adult,Suspected,patients,2133
AZ,2023,9,Pediatric,Confirmed,hospital,2747
AZ,2023,9,Pediatric,Confirmed,patients,40
AZ,2023,9,Pediatric,Suspected,hospital,1675
AZ,2023,9,Pediatric,Suspected,patients,109
AZ,2023,10,Adult,Confirmed,hospital,2434
AZ,2023,10,Adult,Confirmed,patients,1473
AZ,2023,10,Adult,Suspected,hospital,1538
AZ,2023,10,Adult,Suspected,patients,2195
AZ,2023,10,Pediatric,Confirmed,hospital,2359
AZ,2023,10,Pediatric,Confirmed,patients,62
AZ,2023,10,Pediatric,Suspected,hospital,1463
AZ,2023,10,Pediatric,Suspected,patients,115
CA,2020,2,Adult,Confirmed,hospital,0
CA,2020,2,Adult,Confirmed,patients,0
CA,2020,2,Adult,Suspected,hospital,0
CA,2020,2,Adult,Suspected,patients,0
CA,2020,2,Pediatric,Confirmed,hospital,0
CA,2020,2,Pediatric,Confirmed,patients,0
CA,2020,2,Pediatric,Suspected,hospital,0
CA,2020,2,Pediatric,Suspected,patients,0
CA,2020,3,Adult,Confirmed,hospital,0
CA,2020,3,Adult,Confirmed,patients,0
CA,2020,3,Adult,Suspected,hospital,0
CA,2020,3,Adult,Suspected,patients,0
CA,2020,3,Pediatric,Confirmed,hospital,0
CA,2020,3,Pediatric,Confirmed,patients,0
CA,2020,3,Pediatric,Suspected,hospital,0
CA,2020,3,Pediatric,Suspected,patients,0
CA,2020,4,Adult,Confirmed,hospital,0
CA,2020,4,Adult,Confirmed,patients,0
CA,2020,4,Adult,Suspected,hospital,0
CA,2020,4,Adult,Suspected,patients,0
CA,2020,4,Pediatric,Confirmed,hospital,0
CA,2020,4,Pediatric,Confirmed,patients,0
CA,2020,4,Pediatric,Suspected,hospital,0
CA,2020,4,Pediatric,Suspected,patients,0
CA,2020,5,Adult,Confirmed,hospital,0
CA,2020,5,Adult,Confirmed,patients,0
CA,2020,5,Adult,Suspected,hospital,0
CA,2020,5,Adult,Suspected,patients,0
CA,2020,5,Pediatric,Confirmed,hospital,0
CA,2020,5,Pediatric,Confirmed,patients,0
CA,2020,5,Pediatric,Suspected,hospital,0
CA,2020,5,Pediatric,Suspected,patients,0
CA,2020,6,Adult,Confirmed,hospital,0
CA,2020,6,Adult,Confirmed,patients,0
CA,2020,6,Adult,Suspected,hospital,0
CA,2020,6,Adult,Suspected,patients,0
CA,2020,6,Pediatric,Confirmed,hospital,0
CA,2020,6,Pediatric,Confirmed,patients,0
CA,2020,6,Pediatric,Suspected,hospital,0
CA,2020,6,Pediatric,Suspected,patients,0
CA,2020,7,Adult,Confirmed,hospital,4564
CA,2020,7,Adult,Confirmed,patients,11216
CA,2020,7,Adult,Suspected,hospital,4439
CA,2020,7,Adult,Suspected,patients,10313
CA,2020,7,Pediatric,Confirmed,hospital,4199
CA,2020,7,Pediatric,Confirmed,patients,408
CA,2020,7,Pediatric,Suspected,hospital,4069
CA,2020,7,Pediatric,Suspected,patients,300
CA,2020,8,Adult,Confirmed,hospital,11110
CA,2020,8,Adult,Confirmed,patients,17293
CA,2020,8,Adult,Suspected,hospital,11035
CA,2020,8,Adult,Suspected,patients,21561
CA,2020,8,Pediatric,Confirmed,hospital,10324
CA,2020,8,Pediatric,Confirmed,patients,387
CA,2020,8,Pediatric,Suspected,hospital,10320
CA,2020,8,Pediatric,Suspected,patients,694
CA,2020,9,Adult,Confirmed,hospital,11883
CA,2020,9,Adult,Confirmed,patients,10509
CA,2020,9,Adult,Suspected,hospital,11643
CA,2020,9,Adult,Suspected,patients,16882
CA,2020,9,Pediatric,Confirmed,hospital,11124
CA,2020,9,Pediatric,Confirmed,patients,178
CA,2020,9,Pediatric,Suspected,hospital,11044
CA,2020,9,Pediatric,Suspected,patients,440
CA,2020,10,Adult,Confirmed,hospital,12500
CA,2020,10,Adult,Confirmed,patients,10390
CA,2020,10,Adult,Suspected,hospital,12252
CA,2020,10,Adult,Suspected,patients,15252
CA,2020,10,Pediatric,Confirmed,hospital,11940
CA,2020,10,Pediatric,Confirmed,patients,134
CA,2020,10,Pediatric,Suspected,hospital,11867
CA,2020,10,Pediatric,Suspected,patients,414
CA,2020,11,Adult,Confirmed,hospital,12100
CA,2020,11,Adult,Confirmed,patients,20168
CA,2020,11,Adult,Suspected,hospital,11860
CA,2020,11,Adult,Suspected,patients,15949
CA,2020,11,Pediatric,Confirmed,hospital,11784
CA,2020,11,Pediatric,Confirmed,patients,237
CA,2020,11,Pediatric,Suspected,hospital,11756
CA,2020,11,Pediatric,Suspected,patients,515
CA,2020,12,Adult,Confirmed,hospital,12643
CA,2020,12,Adult,Confirmed,patients,59682
CA,2020,12,Adult,Suspected,hospital,12395
CA,2020,12,Adult,Suspected,patients,18841
CA,2020,12,Pediatric,Confirmed,hospital,12349
CA,2020,12,Pediatric,Confirmed,patients,651
CA,2020,12,Pediatric,Suspected,hospital,12344
CA,2020,12,Pediatric,Suspected,patients,593
CA,2021,1,Adult,Confirmed,hospital,12639
CA,2021,1,Adult,Confirmed,patients,60301
CA,2021,1,Adult,Suspected,hospital,12391
CA,2021,1,Adult,Suspected,patients,17628
CA,2021,1,Pediatric,Confirmed,hospital,12357
CA,2021,1,Pediatric,Confirmed,patients,783
CA,2021,1,Pediatric,Suspected,hospital,12354
CA,2021,1,Pediatric,Suspected,patients,515
CA,2021,2,Adult,Confirmed,hospital,11412
CA,2021,2,Adult,Confirmed,patients,22493
CA,2021,2,Adult,Suspected,hospital,11188
CA,2021,2,Adult,Suspected,patients,14172
CA,2021,2,Pediatric,Confirmed,hospital,11168
CA,2021,2,Pediatric,Confirmed,patients,504
CA,2021,2,Pediatric,Suspected,hospital,11167
CA,2021,2,Pediatric,Suspected,patients,325
CA,2021,3,Adult,Confirmed,hospital,12591
CA,2021,3,Adult,Confirmed,patients,10840
CA,2021,3,Adult,Suspected,hospital,12343
CA,2021,3,Adult,Suspected,patients,13278
CA,2021,3,Pediatric,Confirmed,hospital,12326
CA,2021,3,Pediatric,Confirmed,patients,265
CA,2021,3,Pediatric,Suspected,hospital,12325
CA,2021,3,Pediatric,Suspected,patients,358
CA,2021,4,Adult,Confirmed,hospital,12231
CA,2021,4,Adult,Confirmed,patients,7530
CA,2021,4,Adult,Suspected,hospital,11991
CA,2021,4,Adult,Suspected,patients,12201
CA,2021,4,Pediatric,Confirmed,hospital,11977
CA,2021,4,Pediatric,Confirmed,patients,220
CA,2021,4,Pediatric,Suspected,hospital,11977
CA,2021,4,Pediatric,Suspected,patients,325
CA,2021,5,Adult,Confirmed,hospital,12544
CA,2021,5,Adult,Confirmed,patients,5744
CA,2021,5,Adult,Suspected,hospital,12296
CA,2021,5,Adult,Suspected,patients,10761
CA,2021,5,Pediatric,Confirmed,hospital,12277
CA,2021,5,Pediatric,Confirmed,patients,178
CA,2021,5,Pediatric,Suspected,hospital,12277
CA,2021,5,Pediatric,Suspected,patients,292
CA,2021,6,Adult,Confirmed,hospital,12129
CA,2021,6,Adult,Confirmed,patients,4387
CA,2021,6,Adult,Suspected,hospital,11889
CA,2021,6,Adult,Suspected,patients,9478
CA,2021,6,Pediatric,Confirmed,hospital,11856
CA,2021,6,Pediatric,Confirmed,patients,162
CA,2021,6,Pediatric,Suspected,hospital,11853
CA,2021,6,Pediatric,Suspected,patients,270
CA,2021,7,Adult,Confirmed,hospital,12589
CA,2021,7,Adult,Confirmed,patients,10515
CA,2021,7,Adult,Suspected,hospital,12341
CA,2021,7,Adult,Suspected,patients,10513
CA,2021,7,Pediatric,Confirmed,hospital,12293
CA,2021,7,Pediatric,Confirmed,patients,243
CA,2021,7,Pediatric,Suspected,hospital,12292
CA,2021,7,Pediatric,Suspected,patients,289
CA,2021,8,Adult,Confirmed,hospital,12501
CA,2021,8,Adult,Confirmed,patients,27122
CA,2021,8,Adult,Suspected,hospital,12253
CA,2021,8,Adult,Suspected,patients,12187
CA,2021,8,Pediatric,Confirmed,hospital,12250
CA,2021,8,Pediatric,Confirmed,patients,599
CA,2021,8,Pediatric,Suspected,hospital,12250
CA,2021,8,Pediatric,Suspected,patients,429
CA,2021,9,Adult,Confirmed,hospital,12153
CA,2021,9,Adult,Confirmed,patients,19026
CA,2021,9,Adult,Suspected,hospital,11913
CA,2021,9,Adult,Suspected,patients,11414
CA,2021,9,Pediatric,Confirmed,hospital,11913
CA,2021,9,Pediatric,Confirmed,patients,436
CA,2021,9,Pediatric,Suspected,hospital,11913
CA,2021,9,Pediatric,Suspected,patients,431
CA,2021,10,Adult,Confirmed,hospital,12572
CA,2021,10,Adult,Confirmed,patients,12627
CA,2021,10,Adult,Suspected,hospital,12324
CA,2021,10,Adult,Suspected,patients,10980
CA,2021,10,Pediatric,Confirmed,hospital,12323
CA,2021,10,Pediatric,Confirmed,patients,315
CA,2021,10,Pediatric,Suspected,hospital,12323
CA,2021,10,Pediatric,Suspected,patients,394
CA,2021,11,Adult,Confirmed,hospital,12077
CA,2021,11,Adult,Confirmed,patients,10817
CA,2021,11,Adult,Suspected,hospital,11837
CA,2021,11,Adult,Suspected,patients,11181
CA,2021,11,Pediatric,Confirmed,hospital,11837
CA,2021,11,Pediatric,Confirmed,patients,268
CA,2021,11,Pediatric,Suspected,hospital,11837
CA,2021,11,Pediatric,Suspected,patients,375
CA,2021,12,Adult,Confirmed,hospital,12563
CA,2021,12,Adult,Confirmed,patients,14612
CA,2021,12,Adult,Suspected,hospital,12315
CA,2021,12,Adult,Suspected,patients,12581
CA,2021,12,Pediatric,Confirmed,hospital,12315
CA,2021,12,Pediatric,Confirmed,patients,502
CA,2021,12,Pediatric,Suspected,hospital,12315
CA,2021,12,Pediatric,Suspected,patients,456
CA,2022,1,Adult,Confirmed,hospital,12532
CA,2022,1,Adult,Confirmed,patients,55694
CA,2022,1,Adult,Suspected,hospital,12284
CA,2022,1,Adult,Suspected,patients,13745
CA,2022,1,Pediatric,Confirmed,hospital,12092
CA,2022,1,Pediatric,Confirmed,patients,2432
CA,2022,1,Pediatric,Suspected,hospital,12239
CA,2022,1,Pediatric,Suspected,patients,809
CA,2022,2,Adult,Confirmed,hospital,11307
CA,2022,2,Adult,Confirmed,patients,23747
CA,2022,2,Adult,Suspected,hospital,11083
CA,2022,2,Adult,Suspected,patients,11949
CA,2022,2,Pediatric,Confirmed,hospital,10886
CA,2022,2,Pediatric,Confirmed,patients,1025
CA,2022,2,Pediatric,Suspected,hospital,11032
CA,2022,2,Pediatric,Suspected,patients,467
CA,2022,3,Adult,Confirmed,hospital,12478
CA,2022,3,Adult,Confirmed,patients,7878
CA,2022,3,Adult,Suspected,hospital,12230
CA,2022,3,Adult,Suspected,patients,11234
CA,2022,3,Pediatric,Confirmed,hospital,12109
CA,2022,3,Pediatric,Confirmed,patients,374
CA,2022,3,Pediatric,Suspected,hospital,12181
CA,2022,3,Pediatric,Suspected,patients,457
CA,2022,4,Adult,Confirmed,hospital,12069
CA,2022,4,Adult,Confirmed,patients,4090
CA,2022,4,Adult,Suspected,hospital,11829
