state,Year,Month,coverage,Variable,value
ID,2023,8,hospital,inpatient_beds_used_covid,931.0
ID,2023,8,patients,inpatient_beds,86745.0
ID,2023,8,patients,inpatient_beds_used,58879.0
ID,2023,8,patients,inpatient_beds_used_covid,1311.0
ID,2023,9,hospital,inpatient_beds,1426.0
ID,2023,9,hospital,inpatient_beds_used,1426.0
ID,2023,9,hospital,inpatient_beds_used_covid,870.0
ID,2023,9,patients,inpatient_beds,84975.0
ID,2023,9,patients,inpatient_beds_used,58004.0
ID,2023,9,patients,inpatient_beds_used_covid,1761.0
ID,2023,10,hospital,inpatient_beds,1310.0
ID,2023,10,hospital,inpatient_beds_used,1310.0
ID,2023,10,hospital,inpatient_beds_used_covid,821.0
ID,2023,10,patients,inpatient_beds,79102.0
ID,2023,10,patients,inpatient_beds_used,53725.0
ID,2023,10,patients,inpatient_beds_used_covid,1891.0
IL,2020,2,hospital,inpatient_beds,19.0
IL,2020,2,hospital,inpatient_beds_used,12.0
IL,2020,2,hospital,inpatient_beds_used_covid,19.0
IL,2020,2,patients,inpatient_beds,782.0
IL,2020,2,patients,inpatient_beds_used,200.0
IL,2020,2,patients,inpatient_beds_used_covid,0.0
IL,2020,3,hospital,inpatient_beds,542.0
IL,2020,3,hospital,inpatient_beds_used,464.0
IL,2020,3,hospital,inpatient_beds_used_covid,151.0
IL,2020,3,patients,inpatient_beds,52724.0
IL,2020,3,patients,inpatient_beds_used,28402.0
IL,2020,3,patients,inpatient_beds_used_covid,163.0
IL,2020,4,hospital,inpatient_beds,4742.0
IL,2020,4,hospital,inpatient_beds_used,4412.0
IL,2020,4,hospital,inpatient_beds_used_covid,2794.0
IL,2020,4,patients,inpatient_beds,610759.0
IL,2020,4,patients,inpatient_beds_used,331781.0
IL,2020,4,patients,inpatient_beds_used_covid,48719.0
IL,2020,5,hospital,inpatient_beds,5452.0
IL,2020,5,hospital,inpatient_beds_used,5249.0
IL,2020,5,hospital,inpatient_beds_used_covid,4886.0
IL,2020,5,patients,inpatient_beds,835980.0
IL,2020,5,patients,inpatient_beds_used,494690.0
IL,2020,5,patients,inpatient_beds_used_covid,101881.0
IL,2020,6,hospital,inpatient_beds,5521.0
IL,2020,6,hospital,inpatient_beds_used,4924.0
IL,2020,6,hospital,inpatient_beds_used_covid,5459.0
IL,2020,6,patients,inpatient_beds,867353.0
IL,2020,6,patients,inpatient_beds_used,505620.0
IL,2020,6,patients,inpatient_beds_used_covid,63250.0
IL,2020,7,hospital,inpatient_beds,4782.0
IL,2020,7,hospital,inpatient_beds_used,4811.0
IL,2020,7,hospital,inpatient_beds_used_covid,5548.0
IL,2020,7,patients,inpatient_beds,691821.0
IL,2020,7,patients,inpatient_beds_used,475622.0
IL,2020,7,patients,inpatient_beds_used_covid,51670.0
IL,2020,8,hospital,inpatient_beds,5476.0
IL,2020,8,hospital,inpatient_beds_used,5604.0
IL,2020,8,hospital,inpatient_beds_used_covid,5681.0
IL,2020,8,patients,inpatient_beds,895504.0
IL,2020,8,patients,inpatient_beds_used,574618.0
IL,2020,8,patients,inpatient_beds_used_covid,53605.0
IL,2020,9,hospital,inpatient_beds,5549.0
IL,2020,9,hospital,inpatient_beds_used,5713.0
IL,2020,9,hospital,inpatient_beds_used_covid,5658.0
IL,2020,9,patients,inpatient_beds,899755.0
IL,2020,9,patients,inpatient_beds_used,579436.0
IL,2020,9,patients,inpatient_beds_used_covid,52359.0
IL,2020,10,hospital,inpatient_beds,5941.0
IL,2020,10,hospital,inpatient_beds_used,6094.0
IL,2020,10,hospital,inpatient_beds_used_covid,5935.0
IL,2020,10,patients,inpatient_beds,949931.0
IL,2020,10,patients,inpatient_beds_used,637430.0
IL,2020,10,patients,inpatient_beds_used_covid,75587.0
IL,2020,11,hospital,inpatient_beds,5903.0
IL,2020,11,hospital,inpatient_beds_used,5913.0
IL,2020,11,hospital,inpatient_beds_used_covid,5763.0
IL,2020,11,patients,inpatient_beds,942167.0
IL,2020,11,patients,inpatient_beds_used,638969.0
IL,2020,11,patients,inpatient_beds_used_covid,163018.0
IL,2020,12,hospital,inpatient_beds,6183.0
IL,2020,12,hospital,inpatient_beds_used,6183.0
IL,2020,12,hospital,inpatient_beds_used_covid,6028.0
IL,2020,12,patients,inpatient_beds,975854.0
IL,2020,12,patients,inpatient_beds_used,665826.0
IL,2020,12,patients,inpatient_beds_used_covid,152396.0
IL,2021,1,hospital,inpatient_beds,6247.0
IL,2021,1,hospital,inpatient_beds_used,6247.0
IL,2021,1,hospital,inpatient_beds_used_covid,6092.0
IL,2021,1,patients,inpatient_beds,981851.0
IL,2021,1,patients,inpatient_beds_used,663660.0
IL,2021,1,patients,inpatient_beds_used_covid,106309.0
IL,2021,2,hospital,inpatient_beds,5623.0
IL,2021,2,hospital,inpatient_beds_used,5623.0
IL,2021,2,hospital,inpatient_beds_used_covid,5483.0
IL,2021,2,patients,inpatient_beds,881523.0
IL,2021,2,patients,inpatient_beds_used,591569.0
IL,2021,2,patients,inpatient_beds_used_covid,53922.0
IL,2021,3,hospital,inpatient_beds,6188.0
IL,2021,3,hospital,inpatient_beds_used,6188.0
IL,2021,3,hospital,inpatient_beds_used_covid,6033.0
IL,2021,3,patients,inpatient_beds,970395.0
IL,2021,3,patients,inpatient_beds_used,649664.0
IL,2021,3,patients,inpatient_beds_used_covid,39849.0
IL,2021,4,hospital,inpatient_beds,6010.0
IL,2021,4,hospital,inpatient_beds_used,6010.0
IL,2021,4,hospital,inpatient_beds_used_covid,5860.0
IL,2021,4,patients,inpatient_beds,938706.0
IL,2021,4,patients,inpatient_beds_used,653260.0
IL,2021,4,patients,inpatient_beds_used_covid,59731.0
IL,2021,5,hospital,inpatient_beds,6177.0
IL,2021,5,hospital,inpatient_beds_used,6177.0
IL,2021,5,hospital,inpatient_beds_used_covid,6022.0
IL,2021,5,patients,inpatient_beds,962041.0
IL,2021,5,patients,inpatient_beds_used,665961.0
IL,2021,5,patients,inpatient_beds_used_covid,51132.0
IL,2021,6,hospital,inpatient_beds,5995.0
IL,2021,6,hospital,inpatient_beds_used,5995.0
IL,2021,6,hospital,inpatient_beds_used_covid,5844.0
IL,2021,6,patients,inpatient_beds,929493.0
IL,2021,6,patients,inpatient_beds_used,643536.0
IL,2021,6,patients,inpatient_beds_used_covid,20235.0
IL,2021,7,hospital,inpatient_beds,6253.0
IL,2021,7,hospital,inpatient_beds_used,6253.0
IL,2021,7,hospital,inpatient_beds_used_covid,6098.0
IL,2021,7,patients,inpatient_beds,960984.0
IL,2021,7,patients,inpatient_beds_used,673123.0
IL,2021,7,patients,inpatient_beds_used_covid,19653.0
IL,2021,8,hospital,inpatient_beds,6194.0
IL,2021,8,hospital,inpatient_beds_used,6194.0
IL,2021,8,hospital,inpatient_beds_used_covid,6039.0
IL,2021,8,patients,inpatient_beds,946681.0
IL,2021,8,patients,inpatient_beds_used,682773.0
IL,2021,8,patients,inpatient_beds_used_covid,55999.0
IL,2021,9,hospital,inpatient_beds,6014.0
IL,2021,9,hospital,inpatient_beds_used,6014.0
IL,2021,9,hospital,inpatient_beds_used_covid,5864.0
IL,2021,9,patients,inpatient_beds,914634.0
IL,2021,9,patients,inpatient_beds_used,666944.0
IL,2021,9,patients,inpatient_beds_used_covid,64317.0
IL,2021,10,hospital,inpatient_beds,6230.0
IL,2021,10,hospital,inpatient_beds_used,6230.0
IL,2021,10,hospital,inpatient_beds_used_covid,6075.0
IL,2021,10,patients,inpatient_beds,947212.0
IL,2021,10,patients,inpatient_beds_used,682971.0
IL,2021,10,patients,inpatient_beds_used_covid,45364.0
IL,2021,11,hospital,inpatient_beds,6015.0
IL,2021,11,hospital,inpatient_beds_used,6015.0
IL,2021,11,hospital,inpatient_beds_used_covid,5865.0
IL,2021,11,patients,inpatient_beds,914980.0
IL,2021,11,patients,inpatient_beds_used,653601.0
IL,2021,11,patients,inpatient_beds_used_covid,51066.0
IL,2021,12,hospital,inpatient_beds,6247.0
IL,2021,12,hospital,inpatient_beds_used,6247.0
IL,2021,12,hospital,inpatient_beds_used_covid,6092.0
IL,2021,12,patients,inpatient_beds,949474.0
IL,2021,12,patients,inpatient_beds_used,698800.0
IL,2021,12,patients,inpatient_beds_used_covid,118137.0
IL,2022,1,hospital,inpatient_beds,6204.0
IL,2022,1,hospital,inpatient_beds_used,6204.0
IL,2022,1,hospital,inpatient_beds_used_covid,6049.0
IL,2022,1,patients,inpatient_beds,944472.0
IL,2022,1,patients,inpatient_beds_used,693305.0
IL,2022,1,patients,inpatient_beds_used_covid,189669.0
IL,2022,2,hospital,inpatient_beds,5590.0
IL,2022,2,hospital,inpatient_beds_used,5590.0
IL,2022,2,hospital,inpatient_beds_used_covid,5450.0
IL,2022,2,patients,inpatient_beds,840680.0
IL,2022,2,patients,inpatient_beds_used,606064.0
IL,2022,2,patients,inpatient_beds_used_covid,56703.0
IL,2022,3,hospital,inpatient_beds,6207.0
IL,2022,3,hospital,inpatient_beds_used,6207.0
IL,2022,3,hospital,inpatient_beds_used_covid,6052.0
IL,2022,3,patients,inpatient_beds,929819.0
IL,2022,3,patients,inpatient_beds_used,656185.0
IL,2022,3,patients,inpatient_beds_used_covid,20681.0
IL,2022,4,hospital,inpatient_beds,6040.0
IL,2022,4,hospital,inpatient_beds_used,6040.0
IL,2022,4,hospital,inpatient_beds_used_covid,5890.0
IL,2022,4,patients,inpatient_beds,900762.0
IL,2022,4,patients,inpatient_beds_used,630705.0
IL,2022,4,patients,inpatient_beds_used_covid,17455.0
IL,2022,5,hospital,inpatient_beds,6199.0
IL,2022,5,hospital,inpatient_beds_used,6199.0
IL,2022,5,hospital,inpatient_beds_used_covid,6044.0
IL,2022,5,patients,inpatient_beds,918578.0
IL,2022,5,patients,inpatient_beds_used,645890.0
IL,2022,5,patients,inpatient_beds_used_covid,30967.0
IL,2022,6,hospital,inpatient_beds,6000.0
IL,2022,6,hospital,inpatient_beds_used,6000.0
IL,2022,6,hospital,inpatient_beds_used_covid,5850.0
IL,2022,6,patients,inpatient_beds,891163.0
IL,2022,6,patients,inpatient_beds_used,626753.0
IL,2022,6,patients,inpatient_beds_used_covid,35255.0
IL,2022,7,hospital,inpatient_beds,6213.0
IL,2022,7,hospital,inpatient_beds_used,6213.0
IL,2022,7,hospital,inpatient_beds_used_covid,6058.0
IL,2022,7,patients,inpatient_beds,921317.0
IL,2022,7,patients,inpatient_beds_used,651219.0
IL,2022,7,patients,inpatient_beds_used_covid,42607.0
IL,2022,8,hospital,inpatient_beds,6017.0
IL,2022,8,hospital,inpatient_beds_used,6017.0
IL,2022,8,hospital,inpatient_beds_used_covid,5862.0
IL,2022,8,patients,inpatient_beds,892621.0
IL,2022,8,patients,inpatient_beds_used,634513.0
IL,2022,8,patients,inpatient_beds_used_covid,43493.0
IL,2022,9,hospital,inpatient_beds,5579.0
IL,2022,9,hospital,inpatient_beds_used,5579.0
IL,2022,9,hospital,inpatient_beds_used_covid,5429.0
IL,2022,9,patients,inpatient_beds,837505.0
IL,2022,9,patients,inpatient_beds_used,596848.0
IL,2022,9,patients,inpatient_beds_used_covid,34911.0
IL,2022,10,hospital,inpatient_beds,5713.0
IL,2022,10,hospital,inpatient_beds_used,5713.0
IL,2022,10,hospital,inpatient_beds_used_covid,5558.0
IL,2022,10,patients,inpatient_beds,861364.0
IL,2022,10,patients,inpatient_beds_used,619243.0
IL,2022,10,patients,inpatient_beds_used_covid,30561.0
IL,2022,11,hospital,inpatient_beds,5575.0
IL,2022,11,hospital,inpatient_beds_used,5575.0
IL,2022,11,hospital,inpatient_beds_used_covid,5425.0
IL,2022,11,patients,inpatient_beds,840416.0
IL,2022,11,patients,inpatient_beds_used,604494.0
IL,2022,11,patients,inpatient_beds_used_covid,34116.0
IL,2022,12,hospital,inpatient_beds,5747.0
IL,2022,12,hospital,inpatient_beds_used,5746.0
IL,2022,12,hospital,inpatient_beds_used_covid,5600.0
IL,2022,12,patients,inpatient_beds,879891.0
IL,2022,12,patients,inpatient_beds_used,629168.0
IL,2022,12,patients,inpatient_beds_used_covid,50645.0
IL,2023,1,hospital,inpatient_beds,5746.0
IL,2023,1,hospital,inpatient_beds_used,5746.0
IL,2023,1,hospital,inpatient_beds_used_covid,5591.0
IL,2023,1,patients,inpatient_beds,886044.0
IL,2023,1,patients,inpatient_beds_used,625426.0
IL,2023,1,patients,inpatient_beds_used_covid,41096.0
IL,2023,2,hospital,inpatient_beds,5211.0
IL,2023,2,hospital,inpatient_beds_used,5211.0
IL,2023,2,hospital,inpatient_beds_used_covid,5071.0
IL,2023,2,patients,inpatient_beds,801620.0
IL,2023,2,patients,inpatient_beds_used,560257.0
IL,2023,2,patients,inpatient_beds_used_covid,25504.0
IL,2023,3,hospital,inpatient_beds,5754.0
IL,2023,3,hospital,inpatient_beds_used,5754.0
IL,2023,3,hospital,inpatient_beds_used_covid,5599.0
IL,2023,3,patients,inpatient_beds,890673.0
IL,2023,3,patients,inpatient_beds_used,620178.0
IL,2023,3,patients,inpatient_beds_used_covid,26635.0
IL,2023,4,hospital,inpatient_beds,5512.0
IL,2023,4,hospital,inpatient_beds_used,5512.0
IL,2023,4,hospital,inpatient_beds_used_covid,5362.0
IL,2023,4,patients,inpatient_beds,854549.0
IL,2023,4,patients,inpatient_beds_used,580805.0
IL,2023,4,patients,inpatient_beds_used_covid,18494.0
IL,2023,5,hospital,inpatient_beds,5629.0
IL,2023,5,hospital,inpatient_beds_used,5629.0
IL,2023,5,hospital,inpatient_beds_used_covid,5474.0
IL,2023,5,patients,inpatient_beds,875780.0
IL,2023,5,patients,inpatient_beds_used,585859.0
IL,2023,5,patients,inpatient_beds_used_covid,12213.0
IL,2023,6,hospital,inpatient_beds,5430.0
IL,2023,6,hospital,inpatient_beds_used,5430.0
IL,2023,6,hospital,inpatient_beds_used_covid,3338.0
IL,2023,6,patients,inpatient_beds,846615.0
IL,2023,6,patients,inpatient_beds_used,568577.0
IL,2023,6,patients,inpatient_beds_used_covid,6165.0
IL,2023,7,hospital,inpatient_beds,5504.0
IL,2023,7,hospital,inpatient_beds_used,5504.0
IL,2023,7,hospital,inpatient_beds_used_covid,2178.0
IL,2023,7,patients,inpatient_beds,869620.0
IL,2023,7,patients,inpatient_beds_used,578354.0
IL,2023,7,patients,inpatient_beds_used_covid,3795.0
IL,2023,8,hospital,inpatient_beds,5473.0
IL,2023,8,hospital,inpatient_beds_used,5473.0
IL,2023,8,hospital,inpatient_beds_used_covid,2159.0
IL,2023,8,patients,inpatient_beds,866857.0
IL,2023,8,patients,inpatient_beds_used,584977.0
IL,2023,8,patients,inpatient_beds_used_covid,6237.0
IL,2023,9,hospital,inpatient_beds,5345.0
IL,2023,9,hospital,inpatient_beds_used,5345.0
IL,2023,9,hospital,inpatient_beds_used_covid,1900.0
IL,2023,9,patients,inpatient_beds,842218.0
IL,2023,9,patients,inpatient_beds_used,575792.0
IL,2023,9,patients,inpatient_beds_used_covid,8020.0
IL,2023,10,hospital,inpatient_beds,4899.0
IL,2023,10,hospital,inpatient_beds_used,4899.0
IL,2023,10,hospital,inpatient_beds_used_covid,1728.0
IL,2023,10,patients,inpatient_beds,781018.0
IL,2023,10,patients,inpatient_beds_used,538526.0
IL,2023,10,patients,inpatient_beds_used_covid,6474.0
IN,2020,1,hospital,inpatient_beds,31.0
IN,2020,1,hospital,inpatient_beds_used,31.0
IN,2020,1,hospital,inpatient_beds_used_covid,31.0
IN,2020,1,patients,inpatient_beds,930.0
IN,2020,1,patients,inpatient_beds_used,380.0
IN,2020,1,patients,inpatient_beds_used_covid,0.0
IN,2020,2,hospital,inpatient_beds,29.0
IN,2020,2,hospital,inpatient_beds_used,29.0
IN,2020,2,hospital,inpatient_beds_used_covid,29.0
IN,2020,2,patients,inpatient_beds,870.0
IN,2020,2,patients,inpatient_beds_used,291.0
IN,2020,2,patients,inpatient_beds_used_covid,0.0
IN,2020,3,hospital,inpatient_beds,178.0
IN,2020,3,hospital,inpatient_beds_used,167.0
IN,2020,3,hospital,inpatient_beds_used_covid,178.0
IN,2020,3,patients,inpatient_beds,16211.0
IN,2020,3,patients,inpatient_beds_used,7351.0
IN,2020,3,patients,inpatient_beds_used_covid,1352.0
IN,2020,4,hospital,inpatient_beds,2159.0
IN,2020,4,hospital,inpatient_beds_used,2317.0
IN,2020,4,hospital,inpatient_beds_used_covid,2338.0
IN,2020,4,patients,inpatient_beds,285670.0
IN,2020,4,patients,inpatient_beds_used,138744.0
IN,2020,4,patients,inpatient_beds_used_covid,29297.0
IN,2020,5,hospital,inpatient_beds,3902.0
IN,2020,5,hospital,inpatient_beds_used,3849.0
IN,2020,5,hospital,inpatient_beds_used_covid,3938.0
IN,2020,5,patients,inpatient_beds,472073.0
IN,2020,5,patients,inpatient_beds_used,245486.0
IN,2020,5,patients,inpatient_beds_used_covid,36701.0
IN,2020,6,hospital,inpatient_beds,3907.0
IN,2020,6,hospital,inpatient_beds_used,3733.0
IN,2020,6,hospital,inpatient_beds_used_covid,3742.0
IN,2020,6,patients,inpatient_beds,455948.0
IN,2020,6,patients,inpatient_beds_used,261549.0
IN,2020,6,patients,inpatient_beds_used_covid,22554.0
IN,2020,7,hospital,inpatient_beds,3518.0
IN,2020,7,hospital,inpatient_beds_used,3421.0
IN,2020,7,hospital,inpatient_beds_used_covid,3692.0
IN,2020,7,patients,inpatient_beds,408580.0
IN,2020,7,patients,inpatient_beds_used,244406.0
IN,2020,7,patients,inpatient_beds_used_covid,24467.0
IN,2020,8,hospital,inpatient_beds,4193.0
IN,2020,8,hospital,inpatient_beds_used,4193.0
IN,2020,8,hospital,inpatient_beds_used_covid,4206.0
IN,2020,8,patients,inpatient_beds,515566.0
IN,2020,8,patients,inpatient_beds_used,312525.0
IN,2020,8,patients,inpatient_beds_used_covid,28206.0
IN,2020,9,hospital,inpatient_beds,4417.0
IN,2020,9,hospital,inpatient_beds_used,4433.0
IN,2020,9,hospital,inpatient_beds_used_covid,4370.0
IN,2020,9,patients,inpatient_beds,521918.0
IN,2020,9,patients,inpatient_beds_used,325899.0
IN,2020,9,patients,inpatient_beds_used_covid,25072.0
IN,2020,10,hospital,inpatient_beds,4733.0
IN,2020,10,hospital,inpatient_beds_used,4743.0
IN,2020,10,hospital,inpatient_beds_used_covid,4669.0
IN,2020,10,patients,inpatient_beds,555711.0
IN,2020,10,patients,inpatient_beds_used,358288.0
IN,2020,10,patients,inpatient_beds_used_covid,43042.0
IN,2020,11,hospital,inpatient_beds,4705.0
IN,2020,11,hospital,inpatient_beds_used,4710.0
IN,2020,11,hospital,inpatient_beds_used_covid,4650.0
IN,2020,11,patients,inpatient_beds,549986.0
IN,2020,11,patients,inpatient_beds_used,364990.0
IN,2020,11,patients,inpatient_beds_used_covid,82743.0
IN,2020,12,hospital,inpatient_beds,4896.0
IN,2020,12,hospital,inpatient_beds_used,4896.0
IN,2020,12,hospital,inpatient_beds_used_covid,4834.0
IN,2020,12,patients,inpatient_beds,570633.0
IN,2020,12,patients,inpatient_beds_used,382149.0
IN,2020,12,patients,inpatient_beds_used_covid,95771.0
IN,2021,1,hospital,inpatient_beds,4917.0
IN,2021,1,hospital,inpatient_beds_used,4917.0
IN,2021,1,hospital,inpatient_beds_used_covid,4855.0
IN,2021,1,patients,inpatient_beds,569077.0
IN,2021,1,patients,inpatient_beds_used,373032.0
IN,2021,1,patients,inpatient_beds_used_covid,71885.0
IN,2021,2,hospital,inpatient_beds,4405.0
IN,2021,2,hospital,inpatient_beds_used,4405.0
IN,2021,2,hospital,inpatient_beds_used_covid,4349.0
IN,2021,2,patients,inpatient_beds,515964.0
IN,2021,2,patients,inpatient_beds_used,319480.0
IN,2021,2,patients,inpatient_beds_used_covid,30665.0
IN,2021,3,hospital,inpatient_beds,4824.0
IN,2021,3,hospital,inpatient_beds_used,4824.0
IN,2021,3,hospital,inpatient_beds_used_covid,4762.0
IN,2021,3,patients,inpatient_beds,576170.0
IN,2021,3,patients,inpatient_beds_used,353767.0
IN,2021,3,patients,inpatient_beds_used_covid,19651.0
IN,2021,4,hospital,inpatient_beds,4726.0
IN,2021,4,hospital,inpatient_beds_used,4726.0
IN,2021,4,hospital,inpatient_beds_used_covid,4666.0
IN,2021,4,patients,inpatient_beds,561128.0
IN,2021,4,patients,inpatient_beds_used,358325.0
IN,2021,4,patients,inpatient_beds_used_covid,25293.0
IN,2021,5,hospital,inpatient_beds,4862.0
IN,2021,5,hospital,inpatient_beds_used,4862.0
IN,2021,5,hospital,inpatient_beds_used_covid,4800.0
IN,2021,5,patients,inpatient_beds,579038.0
IN,2021,5,patients,inpatient_beds_used,374338.0
IN,2021,5,patients,inpatient_beds_used_covid,25695.0
IN,2021,6,hospital,inpatient_beds,4721.0
IN,2021,6,hospital,inpatient_beds_used,4721.0
IN,2021,6,hospital,inpatient_beds_used_covid,4661.0
IN,2021,6,patients,inpatient_beds,556682.0
IN,2021,6,patients,inpatient_beds_used,359737.0
IN,2021,6,patients,inpatient_beds_used_covid,15153.0
IN,2021,7,hospital,inpatient_beds,4885.0
IN,2021,7,hospital,inpatient_beds_used,4885.0
IN,2021,7,hospital,inpatient_beds_used_covid,4823.0
IN,2021,7,patients,inpatient_beds,576952.0
IN,2021,7,patients,inpatient_beds_used,373646.0
IN,2021,7,patients,inpatient_beds_used_covid,15795.0
IN,2021,8,hospital,inpatient_beds,4848.0
IN,2021,8,hospital,inpatient_beds_used,4848.0
IN,2021,8,hospital,inpatient_beds_used_covid,4786.0
IN,2021,8,patients,inpatient_beds,570331.0
IN,2021,8,patients,inpatient_beds_used,382045.0
IN,2021,8,patients,inpatient_beds_used_covid,47804.0
IN,2021,9,hospital,inpatient_beds,4783.0
IN,2021,9,hospital,inpatient_beds_used,4783.0
IN,2021,9,hospital,inpatient_beds_used_covid,4723.0
IN,2021,9,patients,inpatient_beds,556785.0
IN,2021,9,patients,inpatient_beds_used,380818.0
IN,2021,9,patients,inpatient_beds_used_covid,71032.0
IN,2021,10,hospital,inpatient_beds,4951.0
IN,2021,10,hospital,inpatient_beds_used,4951.0
IN,2021,10,hospital,inpatient_beds_used_covid,4889.0
IN,2021,10,patients,inpatient_beds,584025.0
IN,2021,10,patients,inpatient_beds_used,390166.0
IN,2021,10,patients,inpatient_beds_used_covid,48305.0
IN,2021,11,hospital,inpatient_beds,4692.0
IN,2021,11,hospital,inpatient_beds_used,4692.0
IN,2021,11,hospital,inpatient_beds_used_covid,4632.0
IN,2021,11,patients,inpatient_beds,560588.0
IN,2021,11,patients,inpatient_beds_used,373377.0
IN,2021,11,patients,inpatient_beds_used_covid,46569.0
IN,2021,12,hospital,inpatient_beds,4941.0
IN,2021,12,hospital,inpatient_beds_used,4941.0
IN,2021,12,hospital,inpatient_beds_used_covid,4879.0
IN,2021,12,patients,inpatient_beds,546770.0
IN,2021,12,patients,inpatient_beds_used,407274.0
IN,2021,12,patients,inpatient_beds_used_covid,87375.0
IN,2022,1,hospital,inpatient_beds,4906.0
IN,2022,1,hospital,inpatient_beds_used,4906.0
IN,2022,1,hospital,inpatient_beds_used_covid,4844.0
IN,2022,1,patients,inpatient_beds,495894.0
IN,2022,1,patients,inpatient_beds_used,396231.0
IN,2022,1,patients,inpatient_beds_used_covid,98446.0
IN,2022,2,hospital,inpatient_beds,4434.0
IN,2022,2,hospital,inpatient_beds_used,4434.0
IN,2022,2,hospital,inpatient_beds_used_covid,4378.0
IN,2022,2,patients,inpatient_beds,444225.0
IN,2022,2,patients,inpatient_beds_used,343953.0
IN,2022,2,patients,inpatient_beds_used_covid,44801.0
IN,2022,3,hospital,inpatient_beds,4898.0
IN,2022,3,hospital,inpatient_beds_used,4898.0
IN,2022,3,hospital,inpatient_beds_used_covid,4836.0
IN,2022,3,patients,inpatient_beds,506866.0
IN,2022,3,patients,inpatient_beds_used,370702.0
IN,2022,3,patients,inpatient_beds_used_covid,13784.0
IN,2022,4,hospital,inpatient_beds,4767.0
IN,2022,4,hospital,inpatient_beds_used,4767.0
IN,2022,4,hospital,inpatient_beds_used_covid,4707.0
IN,2022,4,patients,inpatient_beds,500910.0
IN,2022,4,patients,inpatient_beds_used,351681.0
IN,2022,4,patients,inpatient_beds_used_covid,7392.0
IN,2022,5,hospital,inpatient_beds,4860.0
IN,2022,5,hospital,inpatient_beds_used,4860.0
IN,2022,5,hospital,inpatient_beds_used_covid,4798.0
IN,2022,5,patients,inpatient_beds,512766.0
IN,2022,5,patients,inpatient_beds_used,363381.0
IN,2022,5,patients,inpatient_beds_used_covid,10774.0
IN,2022,6,hospital,inpatient_beds,4758.0
IN,2022,6,hospital,inpatient_beds_used,4758.0
IN,2022,6,hospital,inpatient_beds_used_covid,4698.0
IN,2022,6,patients,inpatient_beds,497947.0
IN,2022,6,patients,inpatient_beds_used,355692.0
IN,2022,6,patients,inpatient_beds_used_covid,14949.0
IN,2022,7,hospital,inpatient_beds,4972.0
IN,2022,7,hospital,inpatient_beds_used,4972.0
IN,2022,7,hospital,inpatient_beds_used_covid,4910.0
IN,2022,7,patients,inpatient_beds,517550.0
IN,2022,7,patients,inpatient_beds_used,369737.0
IN,2022,7,patients,inpatient_beds_used_covid,21239.0
IN,2022,8,hospital,inpatient_beds,4795.0
IN,2022,8,hospital,inpatient_beds_used,4795.0
IN,2022,8,hospital,inpatient_beds_used_covid,4733.0
IN,2022,8,patients,inpatient_beds,509958.0
IN,2022,8,patients,inpatient_beds_used,367520.0
IN,2022,8,patients,inpatient_beds_used_covid,24290.0
IN,2022,9,hospital,inpatient_beds,4202.0
IN,2022,9,hospital,inpatient_beds_used,4202.0
IN,2022,9,hospital,inpatient_beds_used_covid,4142.0
IN,2022,9,patients,inpatient_beds,471699.0
IN,2022,9,patients,inpatient_beds_used,333955.0
IN,2022,9,patients,inpatient_beds_used_covid,15919.0
IN,2022,10,hospital,inpatient_beds,4346.0
IN,2022,10,hospital,inpatient_beds_used,4346.0
IN,2022,10,hospital,inpatient_beds_used_covid,4284.0
IN,2022,10,patients,inpatient_beds,483661.0
IN,2022,10,patients,inpatient_beds_used,347578.0
IN,2022,10,patients,inpatient_beds_used_covid,11622.0
IN,2022,11,hospital,inpatient_beds,4091.0
IN,2022,11,hospital,inpatient_beds_used,4091.0
IN,2022,11,hospital,inpatient_beds_used_covid,4031.0
IN,2022,11,patients,inpatient_beds,460727.0
IN,2022,11,patients,inpatient_beds_used,332161.0
IN,2022,11,patients,inpatient_beds_used_covid,14023.0
IN,2022,12,hospital,inpatient_beds,4128.0
IN,2022,12,hospital,inpatient_beds_used,4128.0
IN,2022,12,hospital,inpatient_beds_used_covid,4070.0
IN,2022,12,patients,inpatient_beds,469001.0
IN,2022,12,patients,inpatient_beds_used,343972.0
IN,2022,12,patients,inpatient_beds_used_covid,21935.0
IN,2023,1,hospital,inpatient_beds,3981.0
IN,2023,1,hospital,inpatient_beds_used,3981.0
IN,2023,1,hospital,inpatient_beds_used_covid,3919.0
IN,2023,1,patients,inpatient_beds,463521.0
IN,2023,1,patients,inpatient_beds_used,335726.0
IN,2023,1,patients,inpatient_beds_used_covid,16387.0
IN,2023,2,hospital,inpatient_beds,3593.0
IN,2023,2,hospital,inpatient_beds_used,3593.0
IN,2023,2,hospital,inpatient_beds_used_covid,3537.0
IN,2023,2,patients,inpatient_beds,415730.0
IN,2023,2,patients,inpatient_beds_used,295484.0
IN,2023,2,patients,inpatient_beds_used_covid,10729.0
IN,2023,3,hospital,inpatient_beds,3973.0
IN,2023,3,hospital,inpatient_beds_used,3973.0
IN,2023,3,hospital,inpatient_beds_used_covid,3911.0
IN,2023,3,patients,inpatient_beds,461461.0
IN,2023,3,patients,inpatient_beds_used,325072.0
IN,2023,3,patients,inpatient_beds_used_covid,10939.0
IN,2023,4,hospital,inpatient_beds,3841.0
IN,2023,4,hospital,inpatient_beds_used,3841.0
